w46,1000,0
w46,1000,500
w46,1000,1000
w46,1000,2000
w46,1000,4000
w46,1000,8000
w46,1000,16000
w46,1000,32000
w46,1500,0
w46,1500,500
w46,1500,1000
w46,1500,2000
w46,1500,4000
w46,1500,8000
w46,1500,16000
w46,1500,32000
w46,2000,0
w46,2000,500
w46,2000,1000
w46,2000,2000
w46,2000,4000
w46,2000,8000
w46,2000,16000
w46,2000,32000
w46,2500,0
w46,2500,500
w46,2500,1000
w46,2500,2000
w46,2500,4000
w46,2500,8000
w46,2500,16000
w46,2500,32000
w46,3000,0
w46,3000,1000
w46,3000,2000
w46,3000,4000
w46,3000,8000
w46,3000,16000
w46,3000,32000
w46,3500,0
w46,3500,500
w46,3500,1000
w46,3500,2000
w46,3500,4000
w46,3500,8000
w46,3500,16000
w46,3500,32000
w46,4000,0
w46,4000,1000
w46,4000,2000
w46,4000,4000
w46,4000,8000
w46,4000,16000
w46,4000,32000
w46,8000,0
w46,8000,1000
w46,8000,2000
w46,8000,4000
w46,8000,8000
w46,8000,16000
w46,8000,32000
w46,10000,0
w46,10000,1000
w46,10000,2000
w46,10000,3000
w46,10000,4000
w46,10000,5000
w46,10000,8000
w46,10000,10000
w46,10000,16000
w46,12000,0
w46,12000,1000
w46,12000,2000
w46,12000,3000
w46,12000,4000
w46,12000,5000
w46,12000,8000
w46,12000,10000
w46,12000,16000
w46,14000,0
w46,14000,1000
w46,14000,2000
w46,14000,3000
w46,14000,4000
w46,14000,5000
w46,14000,8000
w46,14000,10000
w46,14000,16000
w46,16000,0
w46,16000,1000
w46,16000,2000
w46,16000,3000
w46,16000,4000
w46,16000,5000
w46,16000,8000
w46,16000,10000
w46,16000,16000
w46,20000,0
w46,25000,0
